id,symbol,company_name,macro_sector,niche_subsector,business_segment,segment_tag,is_core_revenue,segment_description
706,SMALLGROWW,SMALLGROWW,Diversified Commercial & Trading Enterprises,"Commercial Trading, Wholesale & General Merchandise","Commercial Trading, Wholesale & General Merchandise",PRIMARY,1,"Core Operating Division: Commercial Trading, Wholesale & General Merchandise"
707,SMALLIETF,SMALLIETF,Exchange Traded Funds (ETFs) & Index Funds,"Equity, Debt & Commodity Index Tracking ETFs","Equity, Debt & Commodity Index Tracking ETFs",PRIMARY,1,"Core Operating Division: Equity, Debt & Commodity Index Tracking ETFs"
708,SMARTEN,SMARTEN,Diversified Commercial & Trading Enterprises,"Commercial Trading, Wholesale & General Merchandise","Commercial Trading, Wholesale & General Merchandise",PRIMARY,1,"Core Operating Division: Commercial Trading, Wholesale & General Merchandise"
709,SML100CASE,SML100CASE,Diversified Commercial & Trading Enterprises,"Commercial Trading, Wholesale & General Merchandise","Commercial Trading, Wholesale & General Merchandise",PRIMARY,1,"Core Operating Division: Commercial Trading, Wholesale & General Merchandise"
710,SMVD,SMVD,Diversified Commercial & Trading Enterprises,"Commercial Trading, Wholesale & General Merchandise","Commercial Trading, Wholesale & General Merchandise",PRIMARY,1,"Core Operating Division: Commercial Trading, Wholesale & General Merchandise"
711,SNEHAA,SNEHAA,Diversified Commercial & Trading Enterprises,"Commercial Trading, Wholesale & General Merchandise","Commercial Trading, Wholesale & General Merchandise",PRIMARY,1,"Core Operating Division: Commercial Trading, Wholesale & General Merchandise"
712,SNXT30BEES,SNXT30BEES,Exchange Traded Funds (ETFs) & Index Funds,"Equity, Debt & Commodity Index Tracking ETFs","Equity, Debt & Commodity Index Tracking ETFs",PRIMARY,1,"Core Operating Division: Equity, Debt & Commodity Index Tracking ETFs"
713,SNXT50BETA,SNXT50BETA,Diversified Commercial & Trading Enterprises,"Commercial Trading, Wholesale & General Merchandise","Commercial Trading, Wholesale & General Merchandise",PRIMARY,1,"Core Operating Division: Commercial Trading, Wholesale & General Merchandise"
714,SOCL,SOCL,Diversified Commercial & Trading Enterprises,"Commercial Trading, Wholesale & General Merchandise","Commercial Trading, Wholesale & General Merchandise",PRIMARY,1,"Core Operating Division: Commercial Trading, Wholesale & General Merchandise"
715,SONAMAC,SONAMAC,Diversified Commercial & Trading Enterprises,"Commercial Trading, Wholesale & General Merchandise","Commercial Trading, Wholesale & General Merchandise",PRIMARY,1,"Core Operating Division: Commercial Trading, Wholesale & General Merchandise"
716,SPCL,SPCL,Diversified Commercial & Trading Enterprises,"Commercial Trading, Wholesale & General Merchandise","Commercial Trading, Wholesale & General Merchandise",PRIMARY,1,"Core Operating Division: Commercial Trading, Wholesale & General Merchandise"
717,SPCON,SPCON,Diversified Commercial & Trading Enterprises,"Commercial Trading, Wholesale & General Merchandise","Commercial Trading, Wholesale & General Merchandise",PRIMARY,1,"Core Operating Division: Commercial Trading, Wholesale & General Merchandise"
718,SPECTSTM,SPECTSTM,Diversified Commercial & Trading Enterprises,"Commercial Trading, Wholesale & General Merchandise","Commercial Trading, Wholesale & General Merchandise",PRIMARY,1,"Core Operating Division: Commercial Trading, Wholesale & General Merchandise"
719,SPPPOLY,SPPPOLY,Diversified Commercial & Trading Enterprises,"Commercial Trading, Wholesale & General Merchandise","Commercial Trading, Wholesale & General Merchandise",PRIMARY,1,"Core Operating Division: Commercial Trading, Wholesale & General Merchandise"
720,SPRL,SPRL,Diversified Commercial & Trading Enterprises,"Commercial Trading, Wholesale & General Merchandise","Commercial Trading, Wholesale & General Merchandise",PRIMARY,1,"Core Operating Division: Commercial Trading, Wholesale & General Merchandise"
721,SPUNWEB,SPUNWEB,Diversified Commercial & Trading Enterprises,"Commercial Trading, Wholesale & General Merchandise","Commercial Trading, Wholesale & General Merchandise",PRIMARY,1,"Core Operating Division: Commercial Trading, Wholesale & General Merchandise"
722,SRIVASAVI,SRIVASAVI,Diversified Commercial & Trading Enterprises,"Commercial Trading, Wholesale & General Merchandise","Commercial Trading, Wholesale & General Merchandise",PRIMARY,1,"Core Operating Division: Commercial Trading, Wholesale & General Merchandise"
723,SSEGL,SSEGL,Diversified Commercial & Trading Enterprises,"Commercial Trading, Wholesale & General Merchandise","Commercial Trading, Wholesale & General Merchandise",PRIMARY,1,"Core Operating Division: Commercial Trading, Wholesale & General Merchandise"
724,SSFL,SSFL,Diversified Commercial & Trading Enterprises,"Commercial Trading, Wholesale & General Merchandise","Commercial Trading, Wholesale & General Merchandise",PRIMARY,1,"Core Operating Division: Commercial Trading, Wholesale & General Merchandise"
725,STRIDERS,STRIDERS,Diversified Commercial & Trading Enterprises,"Commercial Trading, Wholesale & General Merchandise","Commercial Trading, Wholesale & General Merchandise",PRIMARY,1,"Core Operating Division: Commercial Trading, Wholesale & General Merchandise"
726,STUDIOLSD,STUDIOLSD,"Media, Broadcasting & Entertainment","Television Broadcasting, Multiplex Cinemas & Studios","Television Broadcasting, Multiplex Cinemas & Studios",PRIMARY,1,"Core Operating Division: Television Broadcasting, Multiplex Cinemas & Studios"
727,SUBAHOTELS,SUBAHOTELS,Hotels & Luxury Resorts,"Luxury Palaces, Heritage Resorts & Business Hotels","Luxury Palaces, Heritage Resorts & Business Hotels",PRIMARY,1,"Core Operating Division: Luxury Palaces, Heritage Resorts & Business Hotels"
728,SUN-RE,SUN-RE,Diversified Commercial & Trading Enterprises,"Commercial Trading, Wholesale & General Merchandise","Commercial Trading, Wholesale & General Merchandise",PRIMARY,1,"Core Operating Division: Commercial Trading, Wholesale & General Merchandise"
729,SUNLITE,SUNLITE,Diversified Commercial & Trading Enterprises,"Commercial Trading, Wholesale & General Merchandise","Commercial Trading, Wholesale & General Merchandise",PRIMARY,1,"Core Operating Division: Commercial Trading, Wholesale & General Merchandise"
730,SUNREST,SUNREST,Diversified Commercial & Trading Enterprises,"Commercial Trading, Wholesale & General Merchandise","Commercial Trading, Wholesale & General Merchandise",PRIMARY,1,"Core Operating Division: Commercial Trading, Wholesale & General Merchandise"
731,SUNTECH,SUNTECH,IT Services & Enterprise Software,"Global IT Consulting, Cloud & Enterprise Software","Global IT Consulting, Cloud & Enterprise Software",PRIMARY,1,"Core Operating Division: Global IT Consulting, Cloud & Enterprise Software"
732,SUPREMEPWR,SUPREMEPWR,Diversified Commercial & Trading Enterprises,"Commercial Trading, Wholesale & General Merchandise","Commercial Trading, Wholesale & General Merchandise",PRIMARY,1,"Core Operating Division: Commercial Trading, Wholesale & General Merchandise"
733,SURANI,SURANI,Diversified Commercial & Trading Enterprises,"Commercial Trading, Wholesale & General Merchandise","Commercial Trading, Wholesale & General Merchandise",PRIMARY,1,"Core Operating Division: Commercial Trading, Wholesale & General Merchandise"
734,SWASTIK,SWASTIK,Diversified Commercial & Trading Enterprises,"Commercial Trading, Wholesale & General Merchandise","Commercial Trading, Wholesale & General Merchandise",PRIMARY,1,"Core Operating Division: Commercial Trading, Wholesale & General Merchandise"
735,SYLVANPLY,SYLVANPLY,Diversified Commercial & Trading Enterprises,"Commercial Trading, Wholesale & General Merchandise","Commercial Trading, Wholesale & General Merchandise",PRIMARY,1,"Core Operating Division: Commercial Trading, Wholesale & General Merchandise"
736,SYSTANGO,SYSTANGO,Diversified Commercial & Trading Enterprises,"Commercial Trading, Wholesale & General Merchandise","Commercial Trading, Wholesale & General Merchandise",PRIMARY,1,"Core Operating Division: Commercial Trading, Wholesale & General Merchandise"
737,TAC,TAC,Diversified Commercial & Trading Enterprises,"Commercial Trading, Wholesale & General Merchandise","Commercial Trading, Wholesale & General Merchandise",PRIMARY,1,"Core Operating Division: Commercial Trading, Wholesale & General Merchandise"
738,TANKUP,TANKUP,Diversified Commercial & Trading Enterprises,"Commercial Trading, Wholesale & General Merchandise","Commercial Trading, Wholesale & General Merchandise",PRIMARY,1,"Core Operating Division: Commercial Trading, Wholesale & General Merchandise"
739,TATAGOLD,TATAGOLD,Exchange Traded Funds (ETFs) & Index Funds,"Equity, Debt & Commodity Index Tracking ETFs","Equity, Debt & Commodity Index Tracking ETFs",PRIMARY,1,"Core Operating Division: Equity, Debt & Commodity Index Tracking ETFs"
740,TATSILV,TATSILV,Diversified Commercial & Trading Enterprises,"Commercial Trading, Wholesale & General Merchandise","Commercial Trading, Wholesale & General Merchandise",PRIMARY,1,"Core Operating Division: Commercial Trading, Wholesale & General Merchandise"
741,TAURIAN,TAURIAN,Diversified Commercial & Trading Enterprises,"Commercial Trading, Wholesale & General Merchandise","Commercial Trading, Wholesale & General Merchandise",PRIMARY,1,"Core Operating Division: Commercial Trading, Wholesale & General Merchandise"
742,TBI,TBI,Diversified Commercial & Trading Enterprises,"Commercial Trading, Wholesale & General Merchandise","Commercial Trading, Wholesale & General Merchandise",PRIMARY,1,"Core Operating Division: Commercial Trading, Wholesale & General Merchandise"
743,TCL,TCL,Diversified Commercial & Trading Enterprises,"Commercial Trading, Wholesale & General Merchandise","Commercial Trading, Wholesale & General Merchandise",PRIMARY,1,"Core Operating Division: Commercial Trading, Wholesale & General Merchandise"
744,TEAMTECH,TEAMTECH,"FMCG, Food Staples & Personal Care","Packaged Foods, Dairy, Cooking Oils & Personal Hygiene","Packaged Foods, Dairy, Cooking Oils & Personal Hygiene",PRIMARY,1,"Core Operating Division: Packaged Foods, Dairy, Cooking Oils & Personal Hygiene"
745,TECH,TECH,IT Services & Enterprise Software,"Global IT Consulting, Cloud & Enterprise Software","Global IT Consulting, Cloud & Enterprise Software",PRIMARY,1,"Core Operating Division: Global IT Consulting, Cloud & Enterprise Software"
746,TECHD,TECHD,IT Services & Enterprise Software,"Global IT Consulting, Cloud & Enterprise Software","Global IT Consulting, Cloud & Enterprise Software",PRIMARY,1,"Core Operating Division: Global IT Consulting, Cloud & Enterprise Software"
747,TECHERA,TECHERA,IT Services & Enterprise Software,"Global IT Consulting, Cloud & Enterprise Software","Global IT Consulting, Cloud & Enterprise Software",PRIMARY,1,"Core Operating Division: Global IT Consulting, Cloud & Enterprise Software"
748,TECHLABS,TECHLABS,IT Services & Enterprise Software,"Global IT Consulting, Cloud & Enterprise Software","Global IT Consulting, Cloud & Enterprise Software",PRIMARY,1,"Core Operating Division: Global IT Consulting, Cloud & Enterprise Software"
749,TEJA,TEJA,Diversified Commercial & Trading Enterprises,"Commercial Trading, Wholesale & General Merchandise","Commercial Trading, Wholesale & General Merchandise",PRIMARY,1,"Core Operating Division: Commercial Trading, Wholesale & General Merchandise"
750,TGL,TGL,Diversified Commercial & Trading Enterprises,"Commercial Trading, Wholesale & General Merchandise","Commercial Trading, Wholesale & General Merchandise",PRIMARY,1,"Core Operating Division: Commercial Trading, Wholesale & General Merchandise"
751,THESL,THESL,Diversified Commercial & Trading Enterprises,"Commercial Trading, Wholesale & General Merchandise","Commercial Trading, Wholesale & General Merchandise",PRIMARY,1,"Core Operating Division: Commercial Trading, Wholesale & General Merchandise"
752,TIMESCAN,TIMESCAN,Diagnostic Pathology & Imaging,Clinical Pathology & Diagnostic Radiology,Clinical Pathology & Diagnostic Radiology,PRIMARY,1,Core Operating Division: Clinical Pathology & Diagnostic Radiology
753,TNIDETF,TNIDETF,Exchange Traded Funds (ETFs) & Index Funds,"Equity, Debt & Commodity Index Tracking ETFs","Equity, Debt & Commodity Index Tracking ETFs",PRIMARY,1,"Core Operating Division: Equity, Debt & Commodity Index Tracking ETFs"
754,TOP100CASE,TOP100CASE,Diversified Commercial & Trading Enterprises,"Commercial Trading, Wholesale & General Merchandise","Commercial Trading, Wholesale & General Merchandise",PRIMARY,1,"Core Operating Division: Commercial Trading, Wholesale & General Merchandise"
755,TOP10ADD,TOP10ADD,Diversified Commercial & Trading Enterprises,"Commercial Trading, Wholesale & General Merchandise","Commercial Trading, Wholesale & General Merchandise",PRIMARY,1,"Core Operating Division: Commercial Trading, Wholesale & General Merchandise"
756,TOP15IETF,TOP15IETF,Exchange Traded Funds (ETFs) & Index Funds,"Equity, Debt & Commodity Index Tracking ETFs","Equity, Debt & Commodity Index Tracking ETFs",PRIMARY,1,"Core Operating Division: Equity, Debt & Commodity Index Tracking ETFs"
757,TOP20,TOP20,Diversified Commercial & Trading Enterprises,"Commercial Trading, Wholesale & General Merchandise","Commercial Trading, Wholesale & General Merchandise",PRIMARY,1,"Core Operating Division: Commercial Trading, Wholesale & General Merchandise"
758,TRANSTEEL,TRANSTEEL,Steel & Iron Products,"Integrated Flat/Long Steel, Stainless & Steel Pipes","Integrated Flat/Long Steel, Stainless & Steel Pipes",PRIMARY,1,"Core Operating Division: Integrated Flat/Long Steel, Stainless & Steel Pipes"
759,TRANSWIND,TRANSWIND,Industrial Machinery & Precision Engineering,"Industrial Machinery, Motors, Pumps & Precision Castings","Industrial Machinery, Motors, Pumps & Precision Castings",PRIMARY,1,"Core Operating Division: Industrial Machinery, Motors, Pumps & Precision Castings"
760,TROM,TROM,Diversified Commercial & Trading Enterprises,"Commercial Trading, Wholesale & General Merchandise","Commercial Trading, Wholesale & General Merchandise",PRIMARY,1,"Core Operating Division: Commercial Trading, Wholesale & General Merchandise"
761,TRUST,TRUST,Diversified Commercial & Trading Enterprises,"Commercial Trading, Wholesale & General Merchandise","Commercial Trading, Wholesale & General Merchandise",PRIMARY,1,"Core Operating Division: Commercial Trading, Wholesale & General Merchandise"
762,TUNWAL,TUNWAL,Diversified Commercial & Trading Enterprises,"Commercial Trading, Wholesale & General Merchandise","Commercial Trading, Wholesale & General Merchandise",PRIMARY,1,"Core Operating Division: Commercial Trading, Wholesale & General Merchandise"
763,TWCGOLDETF,TWCGOLDETF,Exchange Traded Funds (ETFs) & Index Funds,"Equity, Debt & Commodity Index Tracking ETFs","Equity, Debt & Commodity Index Tracking ETFs",PRIMARY,1,"Core Operating Division: Equity, Debt & Commodity Index Tracking ETFs"
764,UHTL,UHTL,Diversified Commercial & Trading Enterprises,"Commercial Trading, Wholesale & General Merchandise","Commercial Trading, Wholesale & General Merchandise",PRIMARY,1,"Core Operating Division: Commercial Trading, Wholesale & General Merchandise"
765,UNIHEALTH,UNIHEALTH,Hospitals & Healthcare Services,Multi-Specialty & Tertiary Hospital Networks,Multi-Specialty & Tertiary Hospital Networks,PRIMARY,1,Core Operating Division: Multi-Specialty & Tertiary Hospital Networks
766,UNILEX,UNILEX,Diversified Commercial & Trading Enterprises,"Commercial Trading, Wholesale & General Merchandise","Commercial Trading, Wholesale & General Merchandise",PRIMARY,1,"Core Operating Division: Commercial Trading, Wholesale & General Merchandise"
767,UNIONGOLD,UNIONGOLD,Exchange Traded Funds (ETFs) & Index Funds,"Equity, Debt & Commodity Index Tracking ETFs","Equity, Debt & Commodity Index Tracking ETFs",PRIMARY,1,"Core Operating Division: Equity, Debt & Commodity Index Tracking ETFs"
768,URBAN,URBAN,Diversified Commercial & Trading Enterprises,"Commercial Trading, Wholesale & General Merchandise","Commercial Trading, Wholesale & General Merchandise",PRIMARY,1,"Core Operating Division: Commercial Trading, Wholesale & General Merchandise"
