symbol,company_name,macro_sector,niche_subsector,business_segment,segment_tag,is_core_revenue,segment_description
BELLACASA,Bella Casa Fashion & Retail Limited,"Textiles, Apparel & Fashion Retail","Cotton Spinning, Denim, Branded Apparel & Fashion Retail","Cotton Spinning, Denim, Branded Apparel & Fashion Retail",PRIMARY,1,"Core Operating Division: Cotton Spinning, Denim, Branded Apparel & Fashion Retail"
BELRISE,Belrise Industries Limited,Industrial Machinery & Precision Engineering,"Industrial Machinery, Motors, Pumps & Precision Castings","Industrial Machinery, Motors, Pumps & Precision Castings",PRIMARY,1,"Core Operating Division: Industrial Machinery, Motors, Pumps & Precision Castings"
BEML,BEML Limited,Diversified Commercial & Trading Enterprises,"Commercial Trading, Wholesale & General Merchandise","Commercial Trading, Wholesale & General Merchandise",PRIMARY,1,"Core Operating Division: Commercial Trading, Wholesale & General Merchandise"
BENARAS,Benares Hotels Limited,Hotels & Luxury Resorts,"Luxury Palaces, Heritage Resorts & Business Hotels","Luxury Palaces, Heritage Resorts & Business Hotels",PRIMARY,1,"Core Operating Division: Luxury Palaces, Heritage Resorts & Business Hotels"
BENGALASM,Bengal & Assam Company Limited,Industrial Machinery & Precision Engineering,"Industrial Machinery, Motors, Pumps & Precision Castings","Industrial Machinery, Motors, Pumps & Precision Castings",PRIMARY,1,"Core Operating Division: Industrial Machinery, Motors, Pumps & Precision Castings"
BEPL,Bhansali Engineering Polymers Limited,"Paper, Packaging & Wood Products","Paper, Paperboards, Plywood & Flexible Packaging","Paper, Paperboards, Plywood & Flexible Packaging",PRIMARY,1,"Core Operating Division: Paper, Paperboards, Plywood & Flexible Packaging"
BERGEPAINT,Berger Paints (I) Limited,"Paints, Coatings & Adhesives","Decorative Wall Coatings, Enamels & Adhesives","Decorative Wall Coatings, Enamels & Adhesives",PRIMARY,1,"Core Operating Division: Decorative Wall Coatings, Enamels & Adhesives"
BESTAGRO,Best Agrolife Limited,Pharmaceutical Formulations & Generics,"Branded Formulations, Generics & Biosimilars","Branded Formulations, Generics & Biosimilars",PRIMARY,1,"Core Operating Division: Branded Formulations, Generics & Biosimilars"
BETA,Beta Drugs Limited,Pharmaceutical Formulations & Generics,"Branded Formulations, Generics & Biosimilars","Branded Formulations, Generics & Biosimilars",PRIMARY,1,"Core Operating Division: Branded Formulations, Generics & Biosimilars"
BFINVEST,BF Investment Limited,Diversified Commercial & Trading Enterprises,"Commercial Trading, Wholesale & General Merchandise","Commercial Trading, Wholesale & General Merchandise",PRIMARY,1,"Core Operating Division: Commercial Trading, Wholesale & General Merchandise"
BFUTILITIE,BF Utilities Limited,Diversified Commercial & Trading Enterprises,"Commercial Trading, Wholesale & General Merchandise","Commercial Trading, Wholesale & General Merchandise",PRIMARY,1,"Core Operating Division: Commercial Trading, Wholesale & General Merchandise"
BGRENERGY,BGR Energy Systems Limited,Electronic Manufacturing Services (EMS),"EMS, Circuit Assemblies & Telecom Hardware","EMS, Circuit Assemblies & Telecom Hardware",PRIMARY,1,"Core Operating Division: EMS, Circuit Assemblies & Telecom Hardware"
BHAGCHEM,Bhagiradha Chemicals & Industries Limited,Chemicals & Specialty Materials,"Specialty Chemicals, Fluorochemicals & Intermediates","Specialty Chemicals, Fluorochemicals & Intermediates",PRIMARY,1,"Core Operating Division: Specialty Chemicals, Fluorochemicals & Intermediates"
BHAGERIA,Bhageria Industries Limited,Industrial Machinery & Precision Engineering,"Industrial Machinery, Motors, Pumps & Precision Castings","Industrial Machinery, Motors, Pumps & Precision Castings",PRIMARY,1,"Core Operating Division: Industrial Machinery, Motors, Pumps & Precision Castings"
BHAGYANGR,Bhagyanagar India Limited,Industrial Machinery & Precision Engineering,"Industrial Machinery, Motors, Pumps & Precision Castings","Industrial Machinery, Motors, Pumps & Precision Castings",PRIMARY,1,"Core Operating Division: Industrial Machinery, Motors, Pumps & Precision Castings"
BHANDARI,Bhandari Hosiery Exports Limited,"Textiles, Apparel & Fashion Retail","Cotton Spinning, Denim, Branded Apparel & Fashion Retail","Cotton Spinning, Denim, Branded Apparel & Fashion Retail",PRIMARY,1,"Core Operating Division: Cotton Spinning, Denim, Branded Apparel & Fashion Retail"
BHARATCOAL,Bharat Coking Coal Limited,"Metals, Minerals & Mining","Aluminium Smelting, Non-Ferrous & Mineral Mining","Aluminium Smelting, Non-Ferrous & Mineral Mining",PRIMARY,1,"Core Operating Division: Aluminium Smelting, Non-Ferrous & Mineral Mining"
BHARATFORG,Bharat Forge Limited,Auto Components & Ancillaries,"Precision Forgings, Axles & Industrial Powertrain","Precision Forgings, Axles & Industrial Powertrain",PRIMARY,1,"Core Operating Division: Precision Forgings, Axles & Industrial Powertrain"
BHARATGEAR,Bharat Gears Limited,Auto Components & Ancillaries,"Automotive Lighting, Forgings, Tyres & Ancillaries","Automotive Lighting, Forgings, Tyres & Ancillaries",PRIMARY,1,"Core Operating Division: Automotive Lighting, Forgings, Tyres & Ancillaries"
BHARATRAS,Bharat Rasayan Limited,Diversified Commercial & Trading Enterprises,"Commercial Trading, Wholesale & General Merchandise","Commercial Trading, Wholesale & General Merchandise",PRIMARY,1,"Core Operating Division: Commercial Trading, Wholesale & General Merchandise"
BHARATSE,Bharat Seats Limited,Diversified Commercial & Trading Enterprises,"Commercial Trading, Wholesale & General Merchandise","Commercial Trading, Wholesale & General Merchandise",PRIMARY,1,"Core Operating Division: Commercial Trading, Wholesale & General Merchandise"
BHARATWIRE,Bharat Wire Ropes Limited,Diversified Commercial & Trading Enterprises,"Commercial Trading, Wholesale & General Merchandise","Commercial Trading, Wholesale & General Merchandise",PRIMARY,1,"Core Operating Division: Commercial Trading, Wholesale & General Merchandise"
BHARTIARTL,Bharti Airtel Limited,Diversified Commercial & Trading Enterprises,"Commercial Trading, Wholesale & General Merchandise","Commercial Trading, Wholesale & General Merchandise",PRIMARY,1,"Core Operating Division: Commercial Trading, Wholesale & General Merchandise"
BHARTIHEXA,Bharti Hexacom Limited,Diversified Commercial & Trading Enterprises,"Commercial Trading, Wholesale & General Merchandise","Commercial Trading, Wholesale & General Merchandise",PRIMARY,1,"Core Operating Division: Commercial Trading, Wholesale & General Merchandise"
BHEL,Bharat Heavy Electricals Limited,Power Generation & Grid Utilities,"Thermal, Hydro Power Generation & Transmission Grid","Thermal, Hydro Power Generation & Transmission Grid",PRIMARY,1,"Core Operating Division: Thermal, Hydro Power Generation & Transmission Grid"
BI,Bilcare Limited,Hospitals & Healthcare Services,Multi-Specialty & Tertiary Hospital Networks,Multi-Specialty & Tertiary Hospital Networks,PRIMARY,1,Core Operating Division: Multi-Specialty & Tertiary Hospital Networks
BIGBLOC,Bigbloc Construction Limited,Civil Infrastructure & EPC,"Highways, Bridges, Urban Metro & Infrastructure EPC","Highways, Bridges, Urban Metro & Infrastructure EPC",PRIMARY,1,"Core Operating Division: Highways, Bridges, Urban Metro & Infrastructure EPC"
BIKAJI,Bikaji Foods International Limited,"FMCG, Food Staples & Personal Care","Ethnic Bikaneri Bhujia, Sweets & Namkeen (Bikaji)","Ethnic Bikaneri Bhujia, Sweets & Namkeen (Bikaji)",PRIMARY,1,"Core Operating Division: Ethnic Bikaneri Bhujia, Sweets & Namkeen (Bikaji)"
BIL,Bhartiya International Limited,Diversified Commercial & Trading Enterprises,"Commercial Trading, Wholesale & General Merchandise","Commercial Trading, Wholesale & General Merchandise",PRIMARY,1,"Core Operating Division: Commercial Trading, Wholesale & General Merchandise"
BILVYAPAR,BIL VYAPAR LIMITED,Diversified Commercial & Trading Enterprises,"Commercial Trading, Wholesale & General Merchandise","Commercial Trading, Wholesale & General Merchandise",PRIMARY,1,"Core Operating Division: Commercial Trading, Wholesale & General Merchandise"
BIMETAL,Bimetal Bearings Limited,Auto Components & Ancillaries,"Automotive Lighting, Forgings, Tyres & Ancillaries","Automotive Lighting, Forgings, Tyres & Ancillaries",PRIMARY,1,"Core Operating Division: Automotive Lighting, Forgings, Tyres & Ancillaries"
BIOCON,Biocon Limited,Pharmaceutical Formulations & Generics,"Branded Formulations, Generics & Biosimilars","Branded Formulations, Generics & Biosimilars",PRIMARY,1,"Core Operating Division: Branded Formulations, Generics & Biosimilars"
BIOFILCHEM,Biofil Chemicals & Pharmaceuticals Limited,Pharmaceutical Formulations & Generics,"Branded Formulations, Generics & Biosimilars","Branded Formulations, Generics & Biosimilars",PRIMARY,1,"Core Operating Division: Branded Formulations, Generics & Biosimilars"
BIRLACABLE,Birla Cable Limited,"Wires, Cables & Electrical Conductors",Optical Fiber Cables & Telecommunication Wires,Optical Fiber Cables & Telecommunication Wires,PRIMARY,1,Core Operating Division: Optical Fiber Cables & Telecommunication Wires
BIRLACORPN,Birla Corporation Limited,Diversified Commercial & Trading Enterprises,"Commercial Trading, Wholesale & General Merchandise","Commercial Trading, Wholesale & General Merchandise",PRIMARY,1,"Core Operating Division: Commercial Trading, Wholesale & General Merchandise"
BIRLAMONEY,Aditya Birla Money Limited,Diversified Commercial & Trading Enterprises,"Commercial Trading, Wholesale & General Merchandise","Commercial Trading, Wholesale & General Merchandise",PRIMARY,1,"Core Operating Division: Commercial Trading, Wholesale & General Merchandise"
BIRLANU,BirlaNu Limited,Diversified Commercial & Trading Enterprises,"Commercial Trading, Wholesale & General Merchandise","Commercial Trading, Wholesale & General Merchandise",PRIMARY,1,"Core Operating Division: Commercial Trading, Wholesale & General Merchandise"
BIRLAPREC,Birla Precision Technologies Limited,IT Services & Enterprise Software,"Global IT Consulting, Cloud & Enterprise Software","Global IT Consulting, Cloud & Enterprise Software",PRIMARY,1,"Core Operating Division: Global IT Consulting, Cloud & Enterprise Software"
BLACKBUCK,BLACKBUCK LIMITED,Diversified Commercial & Trading Enterprises,"Commercial Trading, Wholesale & General Merchandise","Commercial Trading, Wholesale & General Merchandise",PRIMARY,1,"Core Operating Division: Commercial Trading, Wholesale & General Merchandise"
BLACKROSE,Black Rose Inds. Limited,Industrial Machinery & Precision Engineering,"Industrial Machinery, Motors, Pumps & Precision Castings","Industrial Machinery, Motors, Pumps & Precision Castings",PRIMARY,1,"Core Operating Division: Industrial Machinery, Motors, Pumps & Precision Castings"
BLAL,BEML Land Assets Limited,Diversified Commercial & Trading Enterprises,"Commercial Trading, Wholesale & General Merchandise","Commercial Trading, Wholesale & General Merchandise",PRIMARY,1,"Core Operating Division: Commercial Trading, Wholesale & General Merchandise"
BLBLIMITED,BLB Limited,Diversified Commercial & Trading Enterprises,"Commercial Trading, Wholesale & General Merchandise","Commercial Trading, Wholesale & General Merchandise",PRIMARY,1,"Core Operating Division: Commercial Trading, Wholesale & General Merchandise"
BLEL,Behari Lal Engineering Limited,Industrial Machinery & Precision Engineering,"Industrial Machinery, Motors, Pumps & Precision Castings","Industrial Machinery, Motors, Pumps & Precision Castings",PRIMARY,1,"Core Operating Division: Industrial Machinery, Motors, Pumps & Precision Castings"
BLIL,Balmer Lawrie Investments Limited,Diversified Commercial & Trading Enterprises,"Commercial Trading, Wholesale & General Merchandise","Commercial Trading, Wholesale & General Merchandise",PRIMARY,1,"Core Operating Division: Commercial Trading, Wholesale & General Merchandise"
BLISSGVS,Bliss GVS Pharma Limited,Pharmaceutical Formulations & Generics,"Branded Formulations, Generics & Biosimilars","Branded Formulations, Generics & Biosimilars",PRIMARY,1,"Core Operating Division: Branded Formulations, Generics & Biosimilars"
BLKASHYAP,B. L. Kashyap and Sons Limited,Diversified Commercial & Trading Enterprises,"Commercial Trading, Wholesale & General Merchandise","Commercial Trading, Wholesale & General Merchandise",PRIMARY,1,"Core Operating Division: Commercial Trading, Wholesale & General Merchandise"
BLS,BLS International Services Limited,Diversified Commercial & Trading Enterprises,"Commercial Trading, Wholesale & General Merchandise","Commercial Trading, Wholesale & General Merchandise",PRIMARY,1,"Core Operating Division: Commercial Trading, Wholesale & General Merchandise"
BLSE,BLS E-Services Limited,Diversified Commercial & Trading Enterprises,"Commercial Trading, Wholesale & General Merchandise","Commercial Trading, Wholesale & General Merchandise",PRIMARY,1,"Core Operating Division: Commercial Trading, Wholesale & General Merchandise"
BLUECHIP,Blue Chip India Limited,Industrial Machinery & Precision Engineering,"Industrial Machinery, Motors, Pumps & Precision Castings","Industrial Machinery, Motors, Pumps & Precision Castings",PRIMARY,1,"Core Operating Division: Industrial Machinery, Motors, Pumps & Precision Castings"
BLUECLOUDS,Blue Cloud Softech Solutions Limited,IT Services & Enterprise Software,"Global IT Consulting, Cloud & Enterprise Software","Global IT Consulting, Cloud & Enterprise Software",PRIMARY,1,"Core Operating Division: Global IT Consulting, Cloud & Enterprise Software"
BLUECOAST,Blue Coast Hotels Limited,Hotels & Luxury Resorts,"Luxury Palaces, Heritage Resorts & Business Hotels","Luxury Palaces, Heritage Resorts & Business Hotels",PRIMARY,1,"Core Operating Division: Luxury Palaces, Heritage Resorts & Business Hotels"
BLUEDART,Blue Dart Express Limited,"Logistics, Ports & Shipping",Express Air & Surface Courier Logistics,Express Air & Surface Courier Logistics,PRIMARY,1,Core Operating Division: Express Air & Surface Courier Logistics
BLUEJET,Blue Jet Healthcare Limited,Hospitals & Healthcare Services,Multi-Specialty & Tertiary Hospital Networks,Multi-Specialty & Tertiary Hospital Networks,PRIMARY,1,Core Operating Division: Multi-Specialty & Tertiary Hospital Networks
BLUESTARCO,Blue Star Limited,Diversified Commercial & Trading Enterprises,"Commercial Trading, Wholesale & General Merchandise","Commercial Trading, Wholesale & General Merchandise",PRIMARY,1,"Core Operating Division: Commercial Trading, Wholesale & General Merchandise"
BLUESTONE,BlueStone Jewellery and Lifestyle Limited,"Gems, Jewellery & Luxury",Omnichannel Fine Diamond Jewellery (BlueStone),Omnichannel Fine Diamond Jewellery (BlueStone),PRIMARY,1,Core Operating Division: Omnichannel Fine Diamond Jewellery (BlueStone)
BLUSPRING,Bluspring Enterprises Limited,Auto Components & Ancillaries,"Automotive Lighting, Forgings, Tyres & Ancillaries","Automotive Lighting, Forgings, Tyres & Ancillaries",PRIMARY,1,"Core Operating Division: Automotive Lighting, Forgings, Tyres & Ancillaries"
BMWVENTLTD,BMW Ventures Limited,Diversified Commercial & Trading Enterprises,"Commercial Trading, Wholesale & General Merchandise","Commercial Trading, Wholesale & General Merchandise",PRIMARY,1,"Core Operating Division: Commercial Trading, Wholesale & General Merchandise"
BNAGROCHEM,BN Agrochem Limited,"Agrochemicals, Fertilisers & Seeds","Crop Protection Chemicals, Fertilisers & Hybrid Seeds","Crop Protection Chemicals, Fertilisers & Hybrid Seeds",PRIMARY,1,"Core Operating Division: Crop Protection Chemicals, Fertilisers & Hybrid Seeds"
