symbol,old_sector,old_industry,new_sector,new_industry,classification_changed,reason,confidence
GMBREW,BEVERAGES & DISTILLERIES,Spirits & Alcoholic Distilleries,BEVERAGES & DISTILLERIES,IMFL Spirits & Distilleries,True,Reclassified from legacy 'BEVERAGES & DISTILLERIES / Spirits & Alcoholic Distilleries' to clean economic model 'BEVERAGES & DISTILLERIES / IMFL Spirits & Distilleries',HIGH
GMDCLTD,MINING & MINERALS,Industrial Minerals & Rare Earths,MINING & MINERALS,Industrial Minerals,True,Reclassified from legacy 'MINING & MINERALS / Industrial Minerals & Rare Earths' to clean economic model 'MINING & MINERALS / Industrial Minerals',HIGH
GMMPFAUDLR,INDUSTRIAL MANUFACTURING,Specialized Industrial Tools & Engineering Supplies,CAPITAL GOODS & MACHINERY,Heavy Process Plant Equipment,True,Reclassified from legacy 'INDUSTRIAL MANUFACTURING / Specialized Industrial Tools & Engineering Supplies' to clean economic model 'CAPITAL GOODS & MACHINERY / Heavy Process Plant Equipment',HIGH
GMRAIRPORT,AVIATION,Airport Infrastructure & Operations,AVIATION,Passenger Airlines,True,Reclassified from legacy 'AVIATION / Airport Infrastructure & Operations' to clean economic model 'AVIATION / Passenger Airlines',HIGH
GMRP&UI,CONSTRUCTION & INFRASTRUCTURE,Civil & Commercial Building Construction,POWER,Conventional Thermal & Fossil Power,True,Reclassified from legacy 'CONSTRUCTION & INFRASTRUCTURE / Civil & Commercial Building Construction' to clean economic model 'POWER / Conventional Thermal & Fossil Power',HIGH
GNA,AUTO ANCILLARIES,Auto Transmission & Driveline,AUTO ANCILLARIES,Auto Transmission & Driveline,False,Refined into crisp 2-tier Sector + Industry framework,HIGH
GNFC,FERTILIZERS,Fertilizers & Soil Nutrition,FERTILIZERS,Fertilizers & Soil Nutrients,True,Reclassified from legacy 'FERTILIZERS / Fertilizers & Soil Nutrition' to clean economic model 'FERTILIZERS / Fertilizers & Soil Nutrients',HIGH
GNRL,INDUSTRIAL MANUFACTURING,Specialized Industrial Tools & Engineering Supplies,OIL & GAS,Oil & Gas Exploration (E&P),True,Reclassified from legacy 'INDUSTRIAL MANUFACTURING / Specialized Industrial Tools & Engineering Supplies' to clean economic model 'OIL & GAS / Oil & Gas Exploration (E&P)',HIGH
GOACARBON,AUTO,Commercial Vehicles (Trucks & Buses),AUTO ANCILLARIES,Precision Auto Engine Components,True,Reclassified from legacy 'AUTO / Commercial Vehicles (Trucks & Buses)' to clean economic model 'AUTO ANCILLARIES / Precision Auto Engine Components',HIGH
GOCLCORP,INDUSTRIAL MANUFACTURING,Specialized Industrial Tools & Engineering Supplies,DEFENCE & AEROSPACE,Missiles & Military Explosives,True,Reclassified from legacy 'INDUSTRIAL MANUFACTURING / Specialized Industrial Tools & Engineering Supplies' to clean economic model 'DEFENCE & AEROSPACE / Missiles & Military Explosives',HIGH
GOCOLORS,RETAIL,Specialty Consumer Retail,TEXTILES,Garments & Apparel Exports,True,Reclassified from legacy 'RETAIL / Specialty Consumer Retail' to clean economic model 'TEXTILES / Garments & Apparel Exports',HIGH
GODAVARIB,INDUSTRIAL MANUFACTURING,Specialized Industrial Tools & Engineering Supplies,STEEL,Secondary Steel & TMT Rebars,True,Reclassified from legacy 'INDUSTRIAL MANUFACTURING / Specialized Industrial Tools & Engineering Supplies' to clean economic model 'STEEL / Secondary Steel & TMT Rebars',HIGH
GODFRYPHLP,INDUSTRIAL MANUFACTURING,Specialized Industrial Tools & Engineering Supplies,FMCG & PERSONAL CARE,Tobacco Products,True,Reclassified from legacy 'INDUSTRIAL MANUFACTURING / Specialized Industrial Tools & Engineering Supplies' to clean economic model 'FMCG & PERSONAL CARE / Tobacco Products',HIGH
GODIGIT,INSURANCE,Reinsurance & Insurance Aggregators,INSURANCE,General & Health Insurance,True,Reclassified from legacy 'INSURANCE / Reinsurance & Insurance Aggregators' to clean economic model 'INSURANCE / General & Health Insurance',HIGH
GODREJAGRO,RICE,Non-Basmati & Regional Rice Processing,AGRICULTURE & AGROCHEMICALS,Crop Protection Agrochemicals,True,Reclassified from legacy 'RICE / Non-Basmati & Regional Rice Processing' to clean economic model 'AGRICULTURE & AGROCHEMICALS / Crop Protection Agrochemicals',HIGH
GODREJCP,FMCG & PERSONAL CARE,Home Care & Personal Wash,FMCG & PERSONAL CARE,Personal Care & Soaps,True,Reclassified from legacy 'FMCG & PERSONAL CARE / Home Care & Personal Wash' to clean economic model 'FMCG & PERSONAL CARE / Personal Care & Soaps',HIGH
GODREJIND,INDUSTRIAL MANUFACTURING,Specialized Industrial Tools & Engineering Supplies,CHEMICALS,Specialty Chemicals,True,Reclassified from legacy 'INDUSTRIAL MANUFACTURING / Specialized Industrial Tools & Engineering Supplies' to clean economic model 'CHEMICALS / Specialty Chemicals',HIGH
GODREJPROP,REAL ESTATE,Residential Real Estate Developers,REAL ESTATE,Residential Real Estate,True,Reclassified from legacy 'REAL ESTATE / Residential Real Estate Developers' to clean economic model 'REAL ESTATE / Residential Real Estate',HIGH
GOKEX,TEXTILES,Apparel & Garment Manufacturing,SHIPBUILDING & PORTS,Commercial Ports & Terminals,True,Reclassified from legacy 'TEXTILES / Apparel & Garment Manufacturing' to clean economic model 'SHIPBUILDING & PORTS / Commercial Ports & Terminals',HIGH
GOKUL,EDIBLE OILS,Edible Oil Refining & Packaging,EDIBLE OILS,Edible Oils & Vanaspati,True,Reclassified from legacy 'EDIBLE OILS / Edible Oil Refining & Packaging' to clean economic model 'EDIBLE OILS / Edible Oils & Vanaspati',HIGH
GOKULAGRO,EDIBLE OILS,Edible Oil Refining & Packaging,EDIBLE OILS,Edible Oils & Vanaspati,True,Reclassified from legacy 'EDIBLE OILS / Edible Oil Refining & Packaging' to clean economic model 'EDIBLE OILS / Edible Oils & Vanaspati',HIGH
GOLDENTOBC,CEMENT,Regional Grey & Specialty Cement,CAPITAL MARKETS,Exchange Traded Funds (ETF),True,Reclassified from legacy 'CEMENT / Regional Grey & Specialty Cement' to clean economic model 'CAPITAL MARKETS / Exchange Traded Funds (ETF)',HIGH
GOLDIAM,JEWELLERY,Diamond & Solitaire Jewellery,JEWELLERY,Diamond & Studded Jewellery,True,Reclassified from legacy 'JEWELLERY / Diamond & Solitaire Jewellery' to clean economic model 'JEWELLERY / Diamond & Studded Jewellery',HIGH
GOLDKART,INDUSTRIAL MANUFACTURING,Specialized Industrial Tools & Engineering Supplies,CAPITAL MARKETS,Exchange Traded Funds (ETF),True,Reclassified from legacy 'INDUSTRIAL MANUFACTURING / Specialized Industrial Tools & Engineering Supplies' to clean economic model 'CAPITAL MARKETS / Exchange Traded Funds (ETF)',HIGH
GOLDSTAR,INDUSTRIAL MANUFACTURING,Specialized Industrial Tools & Engineering Supplies,CAPITAL MARKETS,Exchange Traded Funds (ETF),True,Reclassified from legacy 'INDUSTRIAL MANUFACTURING / Specialized Industrial Tools & Engineering Supplies' to clean economic model 'CAPITAL MARKETS / Exchange Traded Funds (ETF)',HIGH
GOLDTECH,IT SERVICES,Mid-Tier IT Services & Digital Consulting,CAPITAL MARKETS,Exchange Traded Funds (ETF),True,Reclassified from legacy 'IT SERVICES / Mid-Tier IT Services & Digital Consulting' to clean economic model 'CAPITAL MARKETS / Exchange Traded Funds (ETF)',HIGH
GOODLUCK,INDUSTRIAL MANUFACTURING,Specialized Industrial Tools & Engineering Supplies,STEEL,Steel Pipes & Tubes,True,Reclassified from legacy 'INDUSTRIAL MANUFACTURING / Specialized Industrial Tools & Engineering Supplies' to clean economic model 'STEEL / Steel Pipes & Tubes',HIGH
GOODYEAR,TYRES & RUBBER,Automotive Tyres,TYRES & RUBBER,Automotive Radials & Off-Highway Tyres,True,Reclassified from legacy 'TYRES & RUBBER / Automotive Tyres' to clean economic model 'TYRES & RUBBER / Automotive Radials & Off-Highway Tyres',HIGH
GOPAL,FOOD PROCESSING,"Packaged Snacks, Biscuits & Bakery",FOOD PROCESSING,Packaged Foods & Snacks,True,"Reclassified from legacy 'FOOD PROCESSING / Packaged Snacks, Biscuits & Bakery' to clean economic model 'FOOD PROCESSING / Packaged Foods & Snacks'",HIGH
GOYALALUM,ALUMINIUM & COPPER,Primary Aluminium & Value-Added Products,ALUMINIUM & COPPER,Primary Aluminium,True,Reclassified from legacy 'ALUMINIUM & COPPER / Primary Aluminium & Value-Added Products' to clean economic model 'ALUMINIUM & COPPER / Primary Aluminium',HIGH
GOYALSALT,INDUSTRIAL MANUFACTURING,Specialized Industrial Tools & Engineering Supplies,FOOD PROCESSING,Packaged Foods & Snacks,True,Reclassified from legacy 'INDUSTRIAL MANUFACTURING / Specialized Industrial Tools & Engineering Supplies' to clean economic model 'FOOD PROCESSING / Packaged Foods & Snacks',HIGH
GPECO,INDUSTRIAL MANUFACTURING,Specialized Industrial Tools & Engineering Supplies,RENEWABLE ENERGY,Solar PV & Green Hydrogen,True,Reclassified from legacy 'INDUSTRIAL MANUFACTURING / Specialized Industrial Tools & Engineering Supplies' to clean economic model 'RENEWABLE ENERGY / Solar PV & Green Hydrogen',HIGH
GPIL,MINING & MINERALS,Industrial Minerals & Rare Earths,STEEL,Secondary Steel & TMT Rebars,True,Reclassified from legacy 'MINING & MINERALS / Industrial Minerals & Rare Earths' to clean economic model 'STEEL / Secondary Steel & TMT Rebars',HIGH
GPPL,SHIPBUILDING & PORTS,Commercial Ports & Marine Terminals,SHIPBUILDING & PORTS,Commercial Ports & Terminals,True,Reclassified from legacy 'SHIPBUILDING & PORTS / Commercial Ports & Marine Terminals' to clean economic model 'SHIPBUILDING & PORTS / Commercial Ports & Terminals',HIGH
GPTHEALTH,AUTO,Commercial Vehicles (Trucks & Buses),PHARMACEUTICALS,Finished Formulations,True,Reclassified from legacy 'AUTO / Commercial Vehicles (Trucks & Buses)' to clean economic model 'PHARMACEUTICALS / Finished Formulations',HIGH
GPTINFRA,CONSTRUCTION & INFRASTRUCTURE,Civil & Commercial Building Construction,CONSTRUCTION & INFRASTRUCTURE,Civil & Commercial Construction,True,Reclassified from legacy 'CONSTRUCTION & INFRASTRUCTURE / Civil & Commercial Building Construction' to clean economic model 'CONSTRUCTION & INFRASTRUCTURE / Civil & Commercial Construction',HIGH
GRADIENTE,INDUSTRIAL MANUFACTURING,Specialized Industrial Tools & Engineering Supplies,MEDIA & ENTERTAINMENT,Film Theatres & Broadcast Media,True,Reclassified from legacy 'INDUSTRIAL MANUFACTURING / Specialized Industrial Tools & Engineering Supplies' to clean economic model 'MEDIA & ENTERTAINMENT / Film Theatres & Broadcast Media',HIGH
GRANDOAK,BEVERAGES & DISTILLERIES,Spirits & Alcoholic Distilleries,SUGAR & BIO-ETHANOL,Sugar Refining & Bio-Ethanol,True,Reclassified from legacy 'BEVERAGES & DISTILLERIES / Spirits & Alcoholic Distilleries' to clean economic model 'SUGAR & BIO-ETHANOL / Sugar Refining & Bio-Ethanol',HIGH
GRANULES,PHARMACEUTICALS,Finished Dosage Formulations,PHARMACEUTICALS,Finished Formulations,True,Reclassified from legacy 'PHARMACEUTICALS / Finished Dosage Formulations' to clean economic model 'PHARMACEUTICALS / Finished Formulations',HIGH
GRAPHISAD,INDUSTRIAL MANUFACTURING,Specialized Industrial Tools & Engineering Supplies,MEDIA & ENTERTAINMENT,Print Media & Publishing,True,Reclassified from legacy 'INDUSTRIAL MANUFACTURING / Specialized Industrial Tools & Engineering Supplies' to clean economic model 'MEDIA & ENTERTAINMENT / Print Media & Publishing',HIGH
GRAPHITE,INDUSTRIAL MANUFACTURING,Specialized Industrial Tools & Engineering Supplies,METALS & FABRICATION,Metals & Fabrication,True,Reclassified from legacy 'INDUSTRIAL MANUFACTURING / Specialized Industrial Tools & Engineering Supplies' to clean economic model 'METALS & FABRICATION / Metals & Fabrication',HIGH
GRASIM,CEMENT,Regional Grey & Specialty Cement,CEMENT,Integrated Grey Cement,True,Reclassified from legacy 'CEMENT / Regional Grey & Specialty Cement' to clean economic model 'CEMENT / Integrated Grey Cement',HIGH
GRAUWEIL,INDUSTRIAL MANUFACTURING,Specialized Industrial Tools & Engineering Supplies,CHEMICALS,Specialty Chemicals,True,Reclassified from legacy 'INDUSTRIAL MANUFACTURING / Specialized Industrial Tools & Engineering Supplies' to clean economic model 'CHEMICALS / Specialty Chemicals',HIGH
GRAVISSHO,HOTELS & HOSPITALITY,"Luxury, Business & Boutique Hotels",HEALTHCARE SERVICES,Hospitals & Healthcare Chains,True,"Reclassified from legacy 'HOTELS & HOSPITALITY / Luxury, Business & Boutique Hotels' to clean economic model 'HEALTHCARE SERVICES / Hospitals & Healthcare Chains'",HIGH
GRAVITA,INDUSTRIAL MANUFACTURING,Specialized Industrial Tools & Engineering Supplies,METALS & FABRICATION,Zinc & Non-Ferrous Alloys,True,Reclassified from legacy 'INDUSTRIAL MANUFACTURING / Specialized Industrial Tools & Engineering Supplies' to clean economic model 'METALS & FABRICATION / Zinc & Non-Ferrous Alloys',HIGH
GRCL,INDUSTRIAL MANUFACTURING,Specialized Industrial Tools & Engineering Supplies,REAL ESTATE,Residential Townships & Commercial REITs,True,Reclassified from legacy 'INDUSTRIAL MANUFACTURING / Specialized Industrial Tools & Engineering Supplies' to clean economic model 'REAL ESTATE / Residential Townships & Commercial REITs',HIGH
GREAVESCOT,TEXTILES,Cotton Spinning & Fabric Weaving,TEXTILES,Cotton Spinning & Yarns,True,Reclassified from legacy 'TEXTILES / Cotton Spinning & Fabric Weaving' to clean economic model 'TEXTILES / Cotton Spinning & Yarns',HIGH
GREENCHEF,INDUSTRIAL MANUFACTURING,Specialized Industrial Tools & Engineering Supplies,CONSUMER DURABLES,Kitchen Homeware & Cookware,True,Reclassified from legacy 'INDUSTRIAL MANUFACTURING / Specialized Industrial Tools & Engineering Supplies' to clean economic model 'CONSUMER DURABLES / Kitchen Homeware & Cookware',HIGH
GREENLAM,INDUSTRIAL MANUFACTURING,Specialized Industrial Tools & Engineering Supplies,BUILDING MATERIALS,Plywood & Laminates,True,Reclassified from legacy 'INDUSTRIAL MANUFACTURING / Specialized Industrial Tools & Engineering Supplies' to clean economic model 'BUILDING MATERIALS / Plywood & Laminates',HIGH
GREENLEAF,INDUSTRIAL MANUFACTURING,Specialized Industrial Tools & Engineering Supplies,AGRICULTURE & AGROCHEMICALS,Crop Protection Agrochemicals,True,Reclassified from legacy 'INDUSTRIAL MANUFACTURING / Specialized Industrial Tools & Engineering Supplies' to clean economic model 'AGRICULTURE & AGROCHEMICALS / Crop Protection Agrochemicals',HIGH
GREENPANEL,BUILDING MATERIALS,Wood Panels & Decorative Laminates,BUILDING MATERIALS,Plywood & Laminates,True,Reclassified from legacy 'BUILDING MATERIALS / Wood Panels & Decorative Laminates' to clean economic model 'BUILDING MATERIALS / Plywood & Laminates',HIGH
GREENPLY,BUILDING MATERIALS,Wood Panels & Decorative Laminates,BUILDING MATERIALS,Plywood & Laminates,True,Reclassified from legacy 'BUILDING MATERIALS / Wood Panels & Decorative Laminates' to clean economic model 'BUILDING MATERIALS / Plywood & Laminates',HIGH
GREENPOWER,POWER,Regional Thermal & Hydro Generation,POWER,Conventional Thermal & Fossil Power,True,Reclassified from legacy 'POWER / Regional Thermal & Hydro Generation' to clean economic model 'POWER / Conventional Thermal & Fossil Power',HIGH
GRINDWELL,INDUSTRIAL MACHINERY,"Abrasives, Grinding Media & Industrial Ceramics",CAPITAL GOODS & MACHINERY,Industrial Abrasives & Ceramics,True,"Reclassified from legacy 'INDUSTRIAL MACHINERY / Abrasives, Grinding Media & Industrial Ceramics' to clean economic model 'CAPITAL GOODS & MACHINERY / Industrial Abrasives & Ceramics'",HIGH
GRINFRA,CONSTRUCTION & INFRASTRUCTURE,Roads & Highways EPC & HAM,CONSTRUCTION & INFRASTRUCTURE,Civil & Commercial Construction,True,Reclassified from legacy 'CONSTRUCTION & INFRASTRUCTURE / Roads & Highways EPC & HAM' to clean economic model 'CONSTRUCTION & INFRASTRUCTURE / Civil & Commercial Construction',HIGH
GRMOVER,INDUSTRIAL MANUFACTURING,Specialized Industrial Tools & Engineering Supplies,TEXTILES,Garments & Apparel Exports,True,Reclassified from legacy 'INDUSTRIAL MANUFACTURING / Specialized Industrial Tools & Engineering Supplies' to clean economic model 'TEXTILES / Garments & Apparel Exports',HIGH
GROBTEA,INDUSTRIAL MANUFACTURING,Specialized Industrial Tools & Engineering Supplies,TEA & COFFEE,Tea Plantations & Packaging,True,Reclassified from legacy 'INDUSTRIAL MANUFACTURING / Specialized Industrial Tools & Engineering Supplies' to clean economic model 'TEA & COFFEE / Tea Plantations & Packaging',HIGH
GROWW,INDUSTRIAL MANUFACTURING,Specialized Industrial Tools & Engineering Supplies,CAPITAL MARKETS,Exchange Traded Funds (ETF),True,Reclassified from legacy 'INDUSTRIAL MANUFACTURING / Specialized Industrial Tools & Engineering Supplies' to clean economic model 'CAPITAL MARKETS / Exchange Traded Funds (ETF)',HIGH
GROWWCAPM,INDUSTRIAL MANUFACTURING,Specialized Industrial Tools & Engineering Supplies,CAPITAL MARKETS,Exchange Traded Funds (ETF),True,Reclassified from legacy 'INDUSTRIAL MANUFACTURING / Specialized Industrial Tools & Engineering Supplies' to clean economic model 'CAPITAL MARKETS / Exchange Traded Funds (ETF)',HIGH
GROWWCHEM,CHEMICALS,Basic Organic & Inorganic Chemicals,CAPITAL MARKETS,Exchange Traded Funds (ETF),True,Reclassified from legacy 'CHEMICALS / Basic Organic & Inorganic Chemicals' to clean economic model 'CAPITAL MARKETS / Exchange Traded Funds (ETF)',HIGH
GROWWHOSPI,INDUSTRIAL MANUFACTURING,Specialized Industrial Tools & Engineering Supplies,CAPITAL MARKETS,Exchange Traded Funds (ETF),True,Reclassified from legacy 'INDUSTRIAL MANUFACTURING / Specialized Industrial Tools & Engineering Supplies' to clean economic model 'CAPITAL MARKETS / Exchange Traded Funds (ETF)',HIGH
GROWWLOVOL,INDUSTRIAL MANUFACTURING,Specialized Industrial Tools & Engineering Supplies,CAPITAL MARKETS,Exchange Traded Funds (ETF),True,Reclassified from legacy 'INDUSTRIAL MANUFACTURING / Specialized Industrial Tools & Engineering Supplies' to clean economic model 'CAPITAL MARKETS / Exchange Traded Funds (ETF)',HIGH
GROWWMETAL,STEEL,Secondary & Sponge Iron Re-Rolling,CAPITAL MARKETS,Exchange Traded Funds (ETF),True,Reclassified from legacy 'STEEL / Secondary & Sponge Iron Re-Rolling' to clean economic model 'CAPITAL MARKETS / Exchange Traded Funds (ETF)',HIGH
GROWWNET,INDUSTRIAL MANUFACTURING,Specialized Industrial Tools & Engineering Supplies,CAPITAL MARKETS,Exchange Traded Funds (ETF),True,Reclassified from legacy 'INDUSTRIAL MANUFACTURING / Specialized Industrial Tools & Engineering Supplies' to clean economic model 'CAPITAL MARKETS / Exchange Traded Funds (ETF)',HIGH
GROWWPOWER,POWER,Regional Thermal & Hydro Generation,CAPITAL MARKETS,Exchange Traded Funds (ETF),True,Reclassified from legacy 'POWER / Regional Thermal & Hydro Generation' to clean economic model 'CAPITAL MARKETS / Exchange Traded Funds (ETF)',HIGH
